 time, stf, M0, fz, dt_dxyz
       0.27800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.27900001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28200000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28300001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28400002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28700000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.28900000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29000001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29200000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29300001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29600000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.29900000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30000001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30100000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30600000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.30900002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31100000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31399999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31500000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.31899999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32399999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32500000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32700002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.32899999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33200002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33300003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33500000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33700002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33799999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.33900000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34000001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34200002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34299999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34600002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34700002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34799999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.34900000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35000001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35100002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35200002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35300000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35600002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35699999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35800000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.35900001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36000001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36100002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36199999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36300000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36400001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36600002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36699999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36800000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.36900001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37000002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37100002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37199999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37300000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37400001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37500002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37600003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37700000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37800000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.37900001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38000002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38099999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38200000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38300001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38400001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38500002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38599999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38700000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.38900002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39000002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39099999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39200000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39300001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39400002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39500002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39600000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39700000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.39900002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40000003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40100000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40300001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40400002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40499999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40600000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40900002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.40999999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41100000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41400002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41499999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41600000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.41900003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42100000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42399999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42500000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.42899999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43200002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43399999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43500000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43700002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.43900000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44200002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44300003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44700002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44799999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.44900000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45000001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45200002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45299999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45600002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45700002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45799999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.45900000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46000001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46100002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46200003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46300000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46600002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46700003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46800000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.46900001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47000001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47100002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47199999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47300000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47400001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47500002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47600002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47699999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47800000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.47900001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48000002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48100002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48200000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48300000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48400001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48500002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48600003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48700000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.48900001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49000002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49099999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49200000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49300001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49400001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49500002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49599999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49700000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.49900002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50000002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50099999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50200000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50300001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50400002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50500003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50600000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50700000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50800001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.50900002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51000003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51100000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51300001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51400002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51499999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51600000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51900002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.51999999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52100000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52400002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52500000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52600000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.52900003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53200001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53400003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53500000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53700001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53800002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.53899999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54200002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54300002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54399999E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54500000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54700002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54800003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.54900000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.55000000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.55100001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.55200002E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.55300003E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.55400000E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.55500001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
       0.55600001E-04,      0.00000000E+00,      0.20821496E-03,      0.10000000E+01,      0.12500000E+11
